,description,label
343,Responsable Paie & Administration du Personnel ( Casablanca)Nous recherchons pour notre partenaire leader de son secteur d'activité un(e ) Responsable Paie & Administration du Personnel sur Casablanca.Une expérience de 6 ans dans un poste similaire  dans une entreprise structurée.Merci d’envoyer votre cv à l’adresse suivante : amal@xpertize.africa,1
344,"Nous sommes à la recherche d'un(e) stagiaire RH à Salé.De formation Bac+2/3  ayant effectué un stage dans le service des Ressources humaines.vous serez amené(e) à assister le Responsable RH dans les différentes tâches de suivi quotidien (pointage, gestion des congés, classement de documents administratifs..) Participer aux démarches administratives en cas d'absence, de congés payés, de départ ou d’embauche.Merci de m'envoyer votre cv à : h.elamiri@artco.ma",0
345,"hashtag#AuxRecruteurs , aux DRH, à toute personne voulant ou pouvant aider nos jeunes à trouver un Emploi , Un stage.En seulement 2 Jours , plus de hashtag#200Cvs ont été postés, des profils de superbes personnes qui sont super compétentes , il ne leur manque juste un coup de pouce pour vraiment étonné leurs recruteurs.J’invite les recruteurs à consulter les cvs , les profils , et rendons ensemble hashtag#Heureux , juste hashtag#UneSeulePersonne aujourd’hui, Des disponibilités dans tous les domaines ci dessous:hashtag#1Cv1Chancehashtag#Profil pour un hashtag#Emploi:BiCharge de facturation Analyste statAudit finance CommercialRHCharge de formation Cablage autoProduction mecatroniqueWeb DevMécanique industriel Acheteur ParisCommercial Tourisme AérienManagement des OrgaInformatiqueQualiteComptabilité Gestion de projet IT FRANCE Web Dev FranceConducteur de travauxGénie Industriel / logistique Secteur autoIngénieur industriel Support ITControle qualite LaboMarketing TextileQhseSupply chainChimieAcheteurhashtag#Profils pour un hashtag#Stage: BiGénie mécanique FinanceGénie mécanique systeme autoChimieMarketing communication Réseaux Genie civil Commerce/ Logistique Fabrication mécanique Logistique Génie civil Dev Web Génie mécanique Chimie NICEBusiness dev",1
346,"hashtag#AuxRecruteurs , aux DRH, à toute personne voulant ou pouvant aider nos jeunes à trouver un Emploi , Un stage.En seulement 2 Jours , plus de hashtag#200Cvs ont été postés, des profils de superbes personnes qui sont super compétentes , il ne leur manque juste un coup de pouce pour vraiment étonné leurs recruteurs.J’invite les recruteurs à consulter les cvs , les profils , et rendons ensemble hashtag#Heureux , juste hashtag#UneSeulePersonne aujourd’hui, Des disponibilités dans tous les domaines ci dessous:hashtag#1Cv1Chancehashtag#Profil pour un hashtag#Emploi:BiCharge de facturation Analyste statAudit finance CommercialRHCharge de formation Cablage autoProduction mecatroniqueWeb DevMécanique industriel Acheteur ParisCommercial Tourisme AérienManagement des OrgaInformatiqueQualiteComptabilité Gestion de projet IT FRANCE Web Dev FranceConducteur de travauxGénie Industriel / logistique Secteur autoIngénieur industriel Support ITControle qualite LaboMarketing TextileQhseSupply chainChimieAcheteurhashtag#Profils pour un hashtag#Stage: BiGénie mécanique FinanceGénie mécanique systeme autoChimieMarketing communication Réseaux Genie civil Commerce/ Logistique Fabrication mécanique Logistique Génie civil Dev Web Génie mécanique Chimie NICEBusiness dev",1
347,hashtag#Stage_Développement_Web,0
348,hashtag#Stage_Développement_Web,0
349,"CIRCET MOROCCO RECRUTE:Chargé(e) d’affaires FTTH (H/F)Participez à la construction des réseaux fibre optique du futur ! Rejoignez les équipes de CIRCET MOROCCO et amenez le Très Haut débit jusque dans les logements et les bureaux. Sur l’ensemble du territoire marocain, Circet déploie pour ses clients les réseaux télécoms FTTH.DescriptionVous dirigez le portefeuille du contrat FTTH au MarocMissionsFidélisation du clientDéveloppement commercialRéponse Appels d'Offre et chiffrageManagement de techniciens itinérantsEtre le garant de la profitabilité des comptesSuivi des travauxProfil recherchéBac + 5 en réseaux télécoms ou Génie Civil avec une expérience significative sur un poste similaire.Savoirs et savoir-faire :Maîtrise de l’environnement FTTHGestion et planification des travauxBonne utilisation des outils informatiquesMaîtrise des outils de reportingGestion et analyse d’affairesSavoir être :Capacités d'organisationTrès bon relationnel clientsTrès bonnes compétences d’encadrement et de managementE-mail : Contact_Circet_Maroc@circet.com",0
350,"Nous recherchons pour notre partenaire, une banque d'affaire, un Chargé d'affaires Senior.Vous bénéficiez de plus de cinq ans d'expériences en banque d'affaire ou en advisory, merci de m'envoyer vos CVs sur kawtar@xpertize.africa",1
351,"hashtag#Offre de stage PFE hashtag#RabatBonjour,Nous sommes à la recherche d'un(e) stagiaire en Commerce et relation clientèle pour un stage PFE.Envoyez nous vos dossiers de candidatures à l'adresse suivante: assia@africawork.com hashtag#PFEBonne chance.",0
352,"Bonjour à tous :) ! Il y a t'il des experts en Vue.js ? ou bien en Node.js/React.js, on a plein de beaux projets içi qui n'attendent que vous :) !On en discute ? :)hashtag#vuejs hashtag#javascript hashtag#react hashtag#nodejs hashtag#agile",1
353,"Crit recherche pour l’un de ses clients un chargé d’accueil H/F.De formation bac+2/3 en gestion ou équivalent, vous justifiez d'une première expérience dans un poste similaire.vous parlez couramment le français.Disponibilité : ImmédiatePoste basé sur NADORLaissez un ""j'aime"" pour consulter votre profil.",1
354,Bonjour la communauté ,0
355,Bonjour la communauté ,0
356,"Bonjour,Bonjour  hashtag#recrutement_IT (hashtag#Tech_Lead)Dans le cadre d'un projet de solution de CRM multicanal de gestion de leads automobiles que nous menons. Tersea Casablanca recrute en urgence un Profil hashtag#Tech_Lead (hashtag#Architect_Technique) Confirmé.Expérience dans un poste similaire obligatoire.Merci de postulez sur : recrutement-it@tersea.com",1
357,"Bonjour,Je cherche un(e) jeune profil ingénieur en développement pour stage PFE en développement Mobile (3 mois+) basé à Casablanca :-	Stage : Temps-plein-	Secteur d'activités : IT/Mobilité, TelecomConnaissances techniques  :-	Plateforme OS Google Android, framework Google AE/AER, REST APIs, Zapier, WebHook, Web servicesQualités : curiosité, Mobile Technology geek.Veuillez envoyer vos CVs à l'adresse Email mobismart360@gmail.comhashtag#android hashtag#mobiletechnology hashtag#smartphones hashtag#telecom hashtag#mobile hashtag#app hashtag#automation hashtag#cloud hashtag#SOTISnap hashtag#webservices hashtag#aws hashtag#apis",0
358,"Bonjour,Je cherche un(e) jeune profil ingénieur en développement pour stage PFE en développement Mobile (3 mois+) basé à Casablanca :-	Stage : Temps-plein-	Secteur d'activités : IT/Mobilité, TelecomConnaissances techniques  :-	Plateforme OS Google Android, framework Google AE/AER, REST APIs, Zapier, WebHook, Web servicesQualités : curiosité, Mobile Technology geek.Veuillez envoyer vos CVs à l'adresse Email mobismart360@gmail.comhashtag#android hashtag#mobiletechnology hashtag#smartphones hashtag#telecom hashtag#mobile hashtag#app hashtag#automation hashtag#cloud hashtag#SOTISnap hashtag#webservices hashtag#aws hashtag#apis",0
359,"Tu es a Québec ? Tu es spécialiste PL/SQL et tu es fort en REPORTING? Tu connais quelqu'un ? Vite ! GO, contacte-Moi, je veux te connaître ! J'ai une opportunité du tonnerre !",0
360,"hashtag#STAGE_PFEBonjour , Dans le cadre de renforcement de notre équipe, nous sommes à la recherche  des  hashtag#Stagiaires_dévelopeurs_Full_Stack_JS hashtag#PFE . Profil : -Vous êtes un étudiant en 3/5 éme année  dans une école d’ingénieur ou université et vous recherchez un hashtag#stage_PFE  pour valider votre formation. -Vous avez de solides compétences en NodeJs-ReactJs-VueJs angular.js …-Poste basé à : hashtag#Casablanca - hashtag#Stage_rémunéré_Pré_EmbaucheMerci d’adresser votre candidature a : recrutement-it@tersea.com",0
361,"hashtag#STAGE_PFEBonjour , Dans le cadre de renforcement de notre équipe, nous sommes à la recherche  des  hashtag#Stagiaires_dévelopeurs_Full_Stack_JS hashtag#PFE . Profil : -Vous êtes un étudiant en 3/5 éme année  dans une école d’ingénieur ou université et vous recherchez un hashtag#stage_PFE  pour valider votre formation. -Vous avez de solides compétences en NodeJs-ReactJs-VueJs angular.js …-Poste basé à : hashtag#Casablanca - hashtag#Stage_rémunéré_Pré_EmbaucheMerci d’adresser votre candidature a : recrutement-it@tersea.com",0
362,"Bonjour,Je suis à la recherche de deux stagiaires, ayant une formation en Réseaux et Sécurité pour un stage PFE.Lieu : Casablanca. Si vous êtes intéressés, prière de m'envoyer vos CVs par MP.Cordialement",0
363,"A propos des CV,La meilleure façon pour rédiger un bon CV est de se mettre à la place du recruteur !!!N'hésitez pas à montrer votre CV à une tierce personne pour un avis critique avant de postuler aux offres d'emploi, c'est très important!!!Bon courage Liker & Partagerhashtag#offre hashtag#offresdemploi hashtag#marketing hashtag#recrutement hashtag#job hashtag#candidat",0
364,"Capgemini Casablanca recrute en urgence les profils suivants:- Support Helpdesk- Administrateur réseau sécurité- Administrateur LinuxPour postuler, merci d'envoyer votre CV à : idriss.bardoukhe@capgemini.comhashtag#capgemini",1
365,Besoin d'un agent de sécurité dans une agence à Abdelmoumen Contrat CDD renouvelableObjet : A sécuritésur : soukaina.elbakkouri@m2t.biz,1
366,"On recrute des Délégués Commerciaux Recrutement à Casablanca, bac + 3 ou plus avec une expérience TERRAIN obligatoire.Objet : DC Casablancasur : soukaina.elbakkouri@m2t.biz",1
367,"Chaque patron a commencé comme un ouvrier, tous les experts ont commencés comme des débutants.Chaque gagnant a commencé comme un perdant.Commencez petit, visez grand !",0
368,"Bonjour à Tous mes ContactsTant je suis toujours à la recherche d'un emploi dans domaine l'informatique(Technicien en informatique ""Pratique""),que malheureusement sans Résultat pour l'instant (Mais Hamdolillah 3ala koli 7al) .Donc Je m'adresse à tous mes contacts sur LinkedIn si vous avez du Méthode ou propositions que peut être je l'ai pas vu ni l'essayer que je puisse trouvé un emploi Merci à tous les gens qu'ils sont déjà m'aider.et Merci d'aimer et Partager pour +du chance!!hashtag#emploi hashtag#rh hashtag#recrutements hashtag#emplois hashtag#supportinformatique hashtag#recruter hashtag#informatique",0
369,Besoin d'un agent de sécurité dans une agence à Abdelmoumen Contrat CDD renouvelableObjet : A sécuritésur : soukaina.elbakkouri@m2t.biz,1
370,"Bonjour, je suis Katia Abbas, étudiante en Master 1 ingénierie chimie et génie des matériaux à l'université polytechnique Hauts-de-France.   Pour ce faire, je suis à la recherche d'un stage d'une durée de 3 mois dans le domaine des matériaux  qui débutera en avril 2020.   je viens par le présent vous demander de m'aider à partager mon CV.  Si de plus amples informations me concernant vous semblent nécessaires, je reste à votre entière disposition.Merci pour votre attention.",0
371,"Bonjour à toute et à tous hashtag#chargé_de_recrutement Pour accompagner le développement de notre cabinet nous recherchons un (e ) chargé de recrutement et sourcing IT débutant, avec une expérience dans un poste similaire (stage, emploi) Profile : Bac + 2/3 (gestion, ressource humain....) avec des connaissances de base en réseaux et développement informatique merci d'envoyer vos CVs à l'adresse mail : rh@red-tic.com",1
372,"CHINE 🇨🇳Pari réussi. L’hôpital de Wuhan monté en 10 jours ouvre ses portes.Ce nouvel hôpital d’une capacité de 1000 lits construit à Wuhan, dans la province du Hubei, commencera à recevoir des patients atteints de pneumonie hautement contagieuse ce lundi 3 fevrier. Un deuxième hôpital spécial pour le traitement du nouveau coronavirus – l’hôpital de Leishenshan - est en construction à Wuhan. Il devrait être achevé ce mercredi 5 février et commencer à recevoir des patients le lendemain.",0
373,"Bonjour,Bonjour  hashtag#recrutement_IT (hashtag#Tech_Lead)Dans le cadre d'un projet de solution de CRM multicanal de gestion de leads automobiles que nous menons. Tersea Casablanca recrute en urgence un Profil hashtag#Tech_Lead (hashtag#Architect_Technique) Confirmé.Expérience dans un poste similaire obligatoire.Merci de postulez sur : recrutement-it@tersea.com",1
374,"Bonjour,Bonjour  hashtag#recrutement_IT (hashtag#Tech_Lead)Dans le cadre d'un projet de solution de CRM multicanal de gestion de leads automobiles que nous menons. Tersea Casablanca recrute en urgence un Profil hashtag#Tech_Lead (hashtag#Architect_Technique) Confirmé.Expérience dans un poste similaire obligatoire.Merci de postulez sur : recrutement-it@tersea.com",1
375,"RecrutementNous recrutons pour le compte de notre groupe, multinationale opérant dans le secteur de l'automobile :- Techniciens spécialisés en maintenance, avec experiences confirmées.Merci d'envoyer votre CV à l'adresse suivante:zinemohammed@yahoo.frRéf: Tech1_2020",1
376,Équipementier Automobile basé à Mohammédia recrute les profils suivant:-INGÉNIEUR ENVIRONNEMENTAL ET SÉCURITÉ-CHEF PROJET ET MÉTHODES-INGÉNIEUR MÉTHODE OUTILLAGE-TECHNICIEN MÉTHODES/ENVIRONNEMENT/SÉCURITÉMerci d'envoyer votre dossier de candidature sur npmrecrutement@gmail.com,1
377,"Bonjour,Je suis à la recherche d'un(e) stagiaire RH PFE qui intégrerait le pôle RH et serait principalement en charge de :+ Participer au recrutement + Gestion de carrières, des revues de perf et progression des collaborateurs+ Evènements et vie de bureauProfil recherché :+ Futur(e) lauréat(e) d'une école de commerce/université en Management RH+ Français courant+Vous êtes reconnu(e) pour votre capacité d'adaptation et force de propositionNB : Stage rémunéréLieu du stage : CasablancaVous êtes intéressé(e) ? Merci de me contacter par MP.",0
378,Les gens qui sont en paix avec eux mêmes ne cherchent pas à nuire aux autres👌 hashtag#Peace,0
379,"Les recruteurs qui demandent des Lauréats ENCG, ISCAE ...  Vous vous trompez, on peut trouver du talent partout, il faut juste donner chance et ne pas prendre le classement des écoles en considérationhashtag#soyez_raisonnables",0
380,"On recrute un agent de clientèle dans une agence Chaabi Cash à Kelaa de Sraghna, de formation Bac+2 ou plus avec une première expérience dans un poste similaire.Objet : AC Kelaa de SraghnaContrat CDD renouvelable sur : soukaina.elbakkouri@m2t.biz",1
381,"On recrute un agent de clientèle dans une agence Chaabi Cash à Kelaa de Sraghna, de formation Bac+2 ou plus avec une première expérience dans un poste similaire.Objet : AC Kelaa de SraghnaContrat CDD renouvelable sur : soukaina.elbakkouri@m2t.biz",1
382,"hashtag#mercipourcetélandesolidarité👋Bonjour à tous Je m'étais fixée un objectif qu'en février 2020 je serais en poste.🤾‍♀️Je vous annonce aujourd'hui que mon objectif est atteint hashtag#Hamdolillah🙏 (après moins d'un mois de chomage)En effet j'ai trouvé hashtag#unposte de hashtag#Responsablerecrutement spécialisé en hashtag#IT sur Rabat toutefois les surprises restent à venir.🎊Je n'oublie pas via ce poste aussi de vous remercier, amis, réseau, candidats, et anciens collègues pour votre soutien et aide je vous en serais reconnaissante éternellement.😊😊hashtag#mercidevotreconfianceetsupport⚘⚘hashtag#quelaventurecommence💪",0
383,"hashtag#mercipourcetélandesolidarité👋Bonjour à tous Je m'étais fixée un objectif qu'en février 2020 je serais en poste.🤾‍♀️Je vous annonce aujourd'hui que mon objectif est atteint hashtag#Hamdolillah🙏 (après moins d'un mois de chomage)En effet j'ai trouvé hashtag#unposte de hashtag#Responsablerecrutement spécialisé en hashtag#IT sur Rabat toutefois les surprises restent à venir.🎊Je n'oublie pas via ce poste aussi de vous remercier, amis, réseau, candidats, et anciens collègues pour votre soutien et aide je vous en serais reconnaissante éternellement.😊😊hashtag#mercidevotreconfianceetsupport⚘⚘hashtag#quelaventurecommence💪",0
384,"Bonjour la communauté,hashtag#Sofrecom_Casablanca recrute des Testeurs/Qualifieurs ayant un bon niveau en SQL.Si vous êtes intéressés n'hésitez pas à nous transmettre votre candidature en renseignant le formulaire suivant :https://lnkd.in/dRZKGD4Bon courage :)Loubna BARKI",1
385,"Le métier de recruteur(se) dans un cabinet de recrutement est génial 😍:🔎On trouve des postes à des chercheurs d'emploi,🤓 On apporte conseil aux candidats, 👨‍💻 On accompagne des clients pour trouver les bonnes personnes pour les bons postes, 👥On rencontre tous les jours des personnes différentes🤪Et on a surtout tous les jours des anecdotes à raconter entre équipeMAIS,c'est aussi un métier très éprouvant 🙄:🥴On a des candidats qui nous posent lapin🙈D'autres qui nous confirment leur accord pour un poste qui disparaissent le jour du démarrage😎et surtout beaucoup qui ne se présentent pas le jour de l'entretien chez le client.Heureusement, qu'il y a beaucoup aussi qui apprécient notre accompagnement et nos efforts et nous laissent un gentil mot à la fin des échanges 🥰🥰🥰, ça nous donne du baume au coeur et surtout de la force pour surmonter tous ces moments de stress 😁.C'est pour ça que ce métier ne doit être fait que par des personnes qui :🙋‍♀️Adoooorent le contact humain💪Ont une grande capacité de résistance au stress🕵️‍♂️Ne baissent jamais les bras face aux difficultés🧚‍♀️Sont orientés solutions, persévérance et dynamisme.Si vous avez ces critères, vous pouvez m'envoyer votre cv pour un poste de ""chargé(e) de recrutement"" chez Rekrut'Academy",1
386,"Cher réseau,La Fondation Zakoura recrute une animatrice à Medouina-Casablanca, dont la mission principale est d’assurer l’appui scolaire aux enfants.Profil recherché :•	Titulaire d’un bac+2 et plus et ayant 2 ans d’expérience minimum dans l’enseignement ou dans un poste similaire.•	Bonne maîtrise de la langue  française et matières scientifiques.•	Avoir la fibre sociale et apprécier le travail avec les enfants.Merci de bien vouloir envoyer votre CV et lettre de motivation, par mail à recrutement@fondationzakoura.org",1
387,Bonjour à tous ,0
388,Bonjour à tous ,0
389,"Nous sommes 70 000 connectés sur Linkedin <3Merci pour la qualité de nos débats, merci pour le respect de chacun, merci pour cette belle image que nous donnons de l'Afrique !Que Dieu préserve notre continent si cher !",0
390,"Bonjour chère communauté,Je reviens vers vous une autre fois pour solliciter votre aide afin de trouver un stage pré-embauche ou emploi en RH. Je suis débutante-Oui-mais cela ne veut pas dire que je ne suis pas prête à m'investir, ne veut pas dire que je ne dispose pas de compétences pour intégrer une structure et ne veut pas dire tant de choses...Merci de liker et /ou partager ce post.Je vous remercie de votre contribution.",0
391,"Bonjour chère communauté,Je reviens vers vous une autre fois pour solliciter votre aide afin de trouver un stage pré-embauche ou emploi en RH. Je suis débutante-Oui-mais cela ne veut pas dire que je ne suis pas prête à m'investir, ne veut pas dire que je ne dispose pas de compétences pour intégrer une structure et ne veut pas dire tant de choses...Merci de liker et /ou partager ce post.Je vous remercie de votre contribution.",0
392,Bonjour à tous ,0
393,Bonjour à tous ,0
394,Bonjour à tous ,0
395,Bonjour à tous ,0
396,Bonjour à tous ,0
397,"hashtag#précisionobligehashtag#chersrecruteursJe suppose que si aujourd'hui suite à l'envoi de mon Cv vous hésitez à me contacter c'est du au titre de mes 2 derniers postes qui est ""Responsable RH""🤔Pour être claire, je suis une Consultante/chargée de recrutement sénior qui  même dans ces expériences où le titre était ""Responsable RH"" je faisais les tâches habituelles (sourcing, préqualification téléphonique, entretien, compte rendu..)😉 D'où mon ambition aujourd'hui d'intégrer une grande entreprise/multinationale structurée pour gravir les échelons du monde des RH en bonne et due forme.💪Pour résumer : le titre du poste m'importe peu dans la mesure où je fais ce qui me passionne.🌟Alors n'hésitez pas, contactez-moi et discutons ! 🤗hashtag#attardonsnoussurlefondplutôtquesurlaforme",1
398,"hashtag#précisionobligehashtag#chersrecruteursJe suppose que si aujourd'hui suite à l'envoi de mon Cv vous hésitez à me contacter c'est du au titre de mes 2 derniers postes qui est ""Responsable RH""🤔Pour être claire, je suis une Consultante/chargée de recrutement sénior qui  même dans ces expériences où le titre était ""Responsable RH"" je faisais les tâches habituelles (sourcing, préqualification téléphonique, entretien, compte rendu..)😉 D'où mon ambition aujourd'hui d'intégrer une grande entreprise/multinationale structurée pour gravir les échelons du monde des RH en bonne et due forme.💪Pour résumer : le titre du poste m'importe peu dans la mesure où je fais ce qui me passionne.🌟Alors n'hésitez pas, contactez-moi et discutons ! 🤗hashtag#attardonsnoussurlefondplutôtquesurlaforme",1
399,Ma mère n'est plus. إنا لله وإنا اليه راجعون.,0
400,Ma mère n'est plus. إنا لله وإنا اليه راجعون.,0
401,Bonjour à tous ,0
402,"hashtag#uncoupdepoucenefaitpasdemal🙂Bonjour à tous👋Si vous avez besoin d'une bonne agence de communication pour vos événements et tout vos besoins en Communication, prenez contact avec moi je me ferais un plaisir de vous orienter vers une très bonne boîte😉",0
403,Bonjour à tous ,0
404,Bonjour à tous ,0
405,Bonjour à tous ,0
406,"Reciving msgs from many people that why I left my job. So here it is:I Resigned my job of F&B  Coordinator from DREAMWORLD RESORT, HOTEL AND GOLFCOURSE cuz I was having some Financial & Personal problem. Moreover I wasn't feeling satisfy & happy with my job as F&B Coordinator there, My goal and my Ambitions are related to HR so I want to grow in HR not in F&B Industry.I know it's not good for my CV but I don't wanted to invest my time, My struggle for any irrelevant field. I switch there cuz I was in the need of job that time. I got relocated & looking for earning, I swtiched from 2 jobs in a year. My first & bad Experience is from Skillston Educational System and second as mention.My believe is that rather than sitting n doing nothing is better to do something & Keep hunting for your Vission. So I do that. Now I'm much happier.It's my advice : If your not feeling happy and satisfy with your current job and its giving you mental stress it's better to leave that job rather than wasting yourself. But remember that if you are not getting relevant/desired job than it's better to work in Peaceful Environment. Rather than sitting home and doing nothing. Time will change!!!! hashtag#bePositive hashtag#tawakkal hashtag#dontgiveup hashtag#believeinyourself hashtag#motivationoftheday hashtag#keeptrying hashtag#prayeverday",0
407,"Reciving msgs from many people that why I left my job. So here it is:I Resigned my job of F&B  Coordinator from DREAMWORLD RESORT, HOTEL AND GOLFCOURSE cuz I was having some Financial & Personal problem. Moreover I wasn't feeling satisfy & happy with my job as F&B Coordinator there, My goal and my Ambitions are related to HR so I want to grow in HR not in F&B Industry.I know it's not good for my CV but I don't wanted to invest my time, My struggle for any irrelevant field. I switch there cuz I was in the need of job that time. I got relocated & looking for earning, I swtiched from 2 jobs in a year. My first & bad Experience is from Skillston Educational System and second as mention.My believe is that rather than sitting n doing nothing is better to do something & Keep hunting for your Vission. So I do that. Now I'm much happier.It's my advice : If your not feeling happy and satisfy with your current job and its giving you mental stress it's better to leave that job rather than wasting yourself. But remember that if you are not getting relevant/desired job than it's better to work in Peaceful Environment. Rather than sitting home and doing nothing. Time will change!!!! hashtag#bePositive hashtag#tawakkal hashtag#dontgiveup hashtag#believeinyourself hashtag#motivationoftheday hashtag#keeptrying hashtag#prayeverday",0
408,"Job Title: Social Media ExpertCompany: Ropstam BPO Pvt. Ltd.Salary: Market competent + benefitsTimings: 09:00am - 06:00pmLocation: Bahria Town Phase 4 IslamabadGender: Females onlyEmail: hr@ropstam.com_______Job Tite: SEO ExpertRopstam BPO Pvt. Ltd.Salary: Market competent + benefitsLocation: Bahria Town Phase 4, RawalpindiGender: Female would be preferedSend your resume at hr@ropstam.comhashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",0
409,Looking for Scanner Operator for a National level Financial Institution with 1 year of experience in similar domain. Location: KarachiEmployment Type: Contractual Apply: junaidahmed.hrm@gmail.comPlease mention SCN in the subject line while submitting your profile._______A prestigious school in Malir urgently needs a Female ART AND CRAFT teacher for Primary section. A candidate should be experienced and competent. Candidate should live near by vicinity.Send your cv at the earliest: info@hsja.com.pk______Fee Officer position vacant in a reputed school (near Jail Chowrangi & Chase Store). Minimum graduate with 1-2 years experience of fee handling and parents dealing is required. Interested candidate can share their Cv with me at vacancy.hhs@gmail.com. This job is for FEMALE ONLY. Only shortlisted candidates will be contacted. Thank you!_______Karsaz Education & Welfare Organization (KEWO) is looking for Young & Energetic Candidates for Marketing Internship Program. Interested candidates are requested to send their Resume on csr.kewo@gmail.com with Subject line “Marketing Internship Program”. BBA / MBA Qualification will be preferred. hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother,1
410,"Position: Group Head of Supply Chain (end-to-end) Description: Required to head and manage end-to-end Supply Chain including Planning, Buying, Warehousing, Logistics. Organization: Dawn Group of Companies Industry: Paper & FMCG Location: Karachi, Pakistan Required Qualification: Degree in Business Administration/Supply Chain Required Relevant Experience: At least 08 years of post-qualification experience  Interested candidates can share their profiles at 'nasir.ahmed@dawn-group.com', and cc talent@pakistanplacement.com with 'HSC - Dawn Group' set as the subject, latest by March 15, 2020. hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",1
411,Require candidates for the post of senior Accountant and sales and marketing having relevant experience with tax return practices. Office timing: 10 to 7. Main tipu sultan road Project: Roshan TowerInterested candidates send their resume at staffonert@gmail.com______ hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother,1
412,Cibex Pharmaceuticals located at SITE AREA KARACHI has vacancy for 2 positions:Assistant Manager Distribution and Sales Management AssistantExperience: Assistant Manager Distribution (Minimum 3-4 years in Pharmaceutical industry) Sales Management Assistant (Minimum 1 year experience preference will be given to those who have worked in pharmaceutical industry)Salary: Assistant Manager Distribution will be based on experience and marketSales Management Assistant between 20k-30kPlease email your cv to: hr@cibex.com.pkhashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother,1
413,"Urgent requirement for a National Pharmaceutical Compny, Port Qasim, Karachi.Sterile Area, Optical (Injectable) worker/operator.Diploma holder with 2-3 years of experience and also residents of Malir, Quaidabad, Korangi, Shah Faisal colony or Gulshan e Hadeed may apply.Salary-Market competitive. Contact # 03332175167Apply at info@siraat.com.pk_______DELIVERY BOY / OUT DOOR STAFF / RIDER* Gulistan-e-Johar Block 16 main Restaurant hai wahan say delivery karni hai * Salary k sath commission bhi hoga per delivery k hisab say Jo market practice hai * Jo larkay is kam ko jantay hain aur ye kaam kia hua hai apply karen* Restaurant Timing Dopehar 12 bajay say raat 2 bajay tak * Duty Timing 9 hours * Jo larkay foran join kar saktay hain woh apply karen aur shaam 7 bajay say raat 10 bajay kay darmian restaurant apni CV/BIO DATA Lay kar ajayen* Salary 15000 + Per Ride Commission as per market practiceRestaurant AddressGold Line Residency Block 16-A Gulistan-e-Johar, KarachiContact: 03008259090 hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",1
414,"Urgently looking for Female Nurse (Karachi) for a Leading Manufacturing Company. The nurse must have at least 2 years of working experience in similar capacity and she will be responsible to facilitate the female employees. Please share your updated resume to careers@artisticgarment.com and mention the position title in the subject line.______Position: ReceptionistLocation: Gulshan, KarachiEducation: Minimum BachelorsExperience: Fresh - 1 YearInterested candidates can share their updated resume at recruitment@adamjeelife.com by mentioning position title i.e. "" Receptionist"" in the subject line. hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",1
415,"*POSITION VACANT*Urgently required Montessori Directress for Azeem School (Block L Campus)Contact:021-366012340337-9233289_______URGENTLY looking for EXPORT OFFICER (Male or Female) for the Export Section of our Marketing Department located in our Head Office in Karachi. Candidates having done their graduation (MBA will be an added advantage) and having 01-02 years of experience in a similar capacity i.e. having knowledge of export documentation, experience of negotiating with shipping companies, posses knowledge of L/C opening procedures etc. Age should not be more than 35 years of age. Interested candidates can send their CVs to hr@attockcement.com Kindly mention the position applied for in the subject line. hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",1
416,*POSITION VACANT*We require Montessori Directress.Kindly send CV at *careers@primeblessings.com* hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother,1
417,"*POSITION VACANT*A well reputed Middle School is looking for a Science TeacherRequirement:Teacher should be dedicated and professionalLocation: PECHS Block 6Timings: 7:30 am - 2:15 pmInterested candidates kindly email your CVs on*najaf.zaidi@bh.edu.pk*_______*POSITION VACANT*BahadurabadUrdu and Islamiat (in English) teacher required for Grade I and II. Email CV at *mauzmatai@gmail.com*_______*POSITION VACANT*We require Computer TeacherIdentify clear teaching and learning objectives specifying how he/she will teach and assessCheck the student's work efficiently and thoroughlyGood subject knowledge, organizing and planning skillsAt least 1-2 year experience *hr@theacademy.edu.pk* hashtag#jobvacancy hashtag#jobopportunities hashtag#jobalert hashtag#pleaseshare hashtag#helpeachother",1
